Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
4/28/2025,13,14,Solar,118,Monday,April,Spring,4939
5/17/2020,22,23,Wind,138,Sunday,May,Spring,2263
4/2/2024,21,22,Wind,93,Tuesday,April,Spring,8880
5/19/2022,16,17,Solar,139,Thursday,May,Spring,7748
12/14/2023,4,5,Wind,348,Thursday,December,Winter,7008
7/20/2025,4,5,Wind,201,Sunday,July,Summer,4069
7/8/2020,10,11,Solar,190,Wednesday,July,Summer,5097
4/26/2024,22,23,Wind,117,Friday,April,Spring,3763
8/29/2023,17,18,Solar,241,Tuesday,August,Summer,5120
11/17/2022,23,0,Wind,321,Thursday,November,Fall,8902
11/20/2025,4,5,Wind,324,Thursday,November,Fall,7695
7/11/2023,4,5,Wind,192,Tuesday,July,Summer,1935
1/27/2021,18,19,Wind,27,Wednesday,January,Winter,4009
10/9/2020,11,12,Wind,283,Friday,October,Fall,4222
11/25/2021,14,15,Wind,329,Thursday,November,Fall,3710
12/13/2020,14,15,Wind,348,Sunday,December,Winter,7343
6/24/2020,19,20,Wind,176,Wednesday,June,Summer,3291
10/18/2020,8,9,Wind,292,Sunday,October,Fall,1059
4/17/2020,0,1,Wind,108,Friday,April,Spring,2220
10/25/2022,2,3,Wind,298,Tuesday,October,Fall,5694
3/24/2023,15,16,Wind,83,Friday,March,Spring,17590
9/30/2022,19,20,Wind,273,Friday,September,Fall,6940
6/1/2024,5,6,Wind,153,Saturday,June,Summer,5758
11/10/2025,16,17,Wind,314,Monday,November,Fall,9768
2/22/2024,9,10,Wind,53,Thursday,February,Winter,17056
9/24/2021,16,17,Solar,267,Friday,September,Fall,3933
11/8/2023,19,20,Wind,312,Wednesday,November,Fall,14862
7/15/2022,8,9,Wind,196,Friday,July,Summer,3844
4/4/2024,16,17,Wind,95,Thursday,April,Spring,18160
8/3/2025,6,7,Wind,215,Sunday,August,Summer,1968
8/16/2020,0,1,Wind,229,Sunday,August,Summer,1831
10/26/2023,6,7,Wind,299,Thursday,October,Fall,5403
7/2/2023,7,8,Wind,183,Sunday,July,Summer,2703
12/11/2022,18,19,Wind,345,Sunday,December,Winter,1499
12/7/2022,0,1,Wind,341,Wednesday,December,Winter,2427
5/28/2025,9,10,Wind,148,Wednesday,May,Spring,14628
7/4/2024,11,12,Wind,186,Thursday,July,Summer,11596
6/20/2020,14,15,Solar,172,Saturday,June,Summer,4334
10/27/2025,19,20,Wind,300,Monday,October,Fall,9625
2/21/2021,12,13,Wind,52,Sunday,February,Winter,9016
1/3/2025,14,15,Wind,3,Friday,January,Winter,5219
2/13/2025,0,1,Wind,44,Thursday,February,Winter,1016
6/23/2021,17,18,Wind,174,Wednesday,June,Summer,4314
8/17/2020,0,1,Wind,230,Monday,August,Summer,2055
8/12/2023,12,13,Solar,224,Saturday,August,Summer,7944
1/22/2025,11,12,Wind,22,Wednesday,January,Winter,6748
9/14/2025,14,15,Wind,257,Sunday,September,Fall,7618
11/8/2021,10,11,Solar,312,Monday,November,Fall,3832
1/3/2021,23,0,Wind,3,Sunday,January,Winter,2060
6/15/2021,6,7,Wind,166,Tuesday,June,Summer,1647
11/1/2024,16,17,Solar,306,Friday,November,Fall,1612
11/25/2024,11,12,Wind,330,Monday,November,Fall,12852
2/21/2021,17,18,Wind,52,Sunday,February,Winter,5918
5/15/2020,16,17,Wind,136,Friday,May,Spring,5825
11/19/2023,5,6,Wind,323,Sunday,November,Fall,11783
6/10/2021,21,22,Wind,161,Thursday,June,Summer,1475
7/18/2022,15,16,Solar,199,Monday,July,Summer,7346
11/22/2021,4,5,Wind,326,Monday,November,Fall,8247
1/18/2022,15,16,Wind,18,Tuesday,January,Winter,4530
7/16/2025,3,4,Wind,197,Wednesday,July,Summer,7222
1/27/2022,20,21,Wind,27,Thursday,January,Winter,3833
3/29/2024,3,4,Wind,89,Friday,March,Spring,10394
8/23/2025,18,19,Solar,235,Saturday,August,Summer,5153
3/4/2023,19,20,Wind,63,Saturday,March,Spring,3414
4/25/2022,4,5,Wind,115,Monday,April,Spring,3390
5/25/2020,21,22,Wind,146,Monday,May,Spring,2713
6/6/2025,12,13,Wind,157,Friday,June,Summer,7272
1/6/2020,0,1,Wind,6,Monday,January,Winter,2280
6/30/2023,18,19,Wind,181,Friday,June,Summer,8277
9/3/2024,8,9,Solar,247,Tuesday,September,Fall,1421
8/10/2024,12,13,Solar,223,Saturday,August,Summer,4442
2/12/2024,20,21,Wind,43,Monday,February,Winter,3368
7/16/2023,23,0,Wind,197,Sunday,July,Summer,2997
4/5/2025,19,20,Wind,95,Saturday,April,Spring,6203
8/15/2022,16,17,Solar,227,Monday,August,Summer,7560
3/28/2021,21,22,Wind,87,Sunday,March,Spring,2629
7/2/2024,21,22,Wind,184,Tuesday,July,Summer,3140
10/14/2021,9,10,Wind,287,Thursday,October,Fall,3533
3/22/2020,22,23,Wind,82,Sunday,March,Spring,9398
4/12/2021,13,14,Solar,102,Monday,April,Spring,6529
4/3/2020,1,2,Wind,94,Friday,April,Spring,2592
11/28/2022,12,13,Wind,332,Monday,November,Fall,4959
10/22/2020,9,10,Wind,296,Thursday,October,Fall,5024
3/15/2021,3,4,Wind,74,Monday,March,Spring,10923
11/13/2025,20,21,Wind,317,Thursday,November,Fall,12001
4/5/2022,5,6,Wind,95,Tuesday,April,Spring,6452
4/28/2021,14,15,Solar,118,Wednesday,April,Spring,4079
7/24/2022,6,7,Wind,205,Sunday,July,Summer,969
9/14/2020,7,8,Wind,258,Monday,September,Fall,2828
6/15/2020,4,5,Wind,167,Monday,June,Summer,2126
11/1/2020,19,20,Wind,306,Sunday,November,Fall,11879
8/16/2022,9,10,Solar,228,Tuesday,August,Summer,2904
7/26/2021,4,5,Wind,207,Monday,July,Summer,1922
4/4/2022,18,19,Wind,94,Monday,April,Spring,11731
12/13/2024,14,15,Solar,348,Friday,December,Winter,2515
5/28/2020,15,16,Wind,149,Thursday,May,Spring,7608
9/18/2022,6,7,Wind,261,Sunday,September,Fall,2221
8/22/2024,12,13,Solar,235,Thursday,August,Summer,7995
5/26/2022,12,13,Solar,146,Thursday,May,Spring,6717
9/14/2025,3,4,Wind,257,Sunday,September,Fall,4181
9/14/2020,8,9,Wind,258,Monday,September,Fall,3313
3/16/2025,19,20,Wind,75,Sunday,March,Spring,5740
10/1/2021,20,21,Wind,274,Friday,October,Fall,4953
4/21/2023,1,2,Wind,111,Friday,April,Spring,3355
9/6/2022,12,13,Solar,249,Tuesday,September,Fall,6967
3/13/2020,21,22,Wind,73,Friday,March,Spring,1697
4/10/2022,2,3,Wind,100,Sunday,April,Spring,1338
1/30/2022,10,11,Solar,30,Sunday,January,Winter,2888
10/21/2022,15,16,Wind,294,Friday,October,Fall,8982
3/4/2021,9,10,Solar,63,Thursday,March,Spring,1941
1/22/2024,15,16,Wind,22,Monday,January,Winter,16804
1/16/2025,0,1,Wind,16,Thursday,January,Winter,3652
11/13/2021,12,13,Wind,317,Saturday,November,Fall,5041
6/23/2022,20,21,Wind,174,Thursday,June,Summer,1923
12/16/2023,14,15,Solar,350,Saturday,December,Winter,4910
4/11/2022,3,4,Wind,101,Monday,April,Spring,9882
10/29/2021,14,15,Wind,302,Friday,October,Fall,11979
7/9/2020,7,8,Wind,191,Thursday,July,Summer,1479
4/25/2021,15,16,Wind,115,Sunday,April,Spring,8987
10/9/2020,19,20,Wind,283,Friday,October,Fall,2696
11/19/2021,13,14,Solar,323,Friday,November,Fall,3762
12/30/2022,6,7,Wind,364,Friday,December,Winter,11436
6/13/2023,23,0,Wind,164,Tuesday,June,Summer,5004
3/10/2020,2,3,Wind,70,Tuesday,March,Spring,12278
4/14/2025,10,11,Solar,104,Monday,April,Spring,6031
4/30/2024,11,12,Solar,121,Tuesday,April,Spring,7683
9/12/2022,16,17,Solar,255,Monday,September,Fall,5140
10/20/2022,14,15,Wind,293,Thursday,October,Fall,8558
11/30/2023,0,1,Wind,334,Thursday,November,Fall,2128
1/6/2020,23,0,Wind,6,Monday,January,Winter,5850
6/13/2021,18,19,Solar,164,Sunday,June,Summer,3933
12/7/2024,15,16,Wind,342,Saturday,December,Winter,19810
4/10/2025,1,2,Wind,100,Thursday,April,Spring,10031
2/21/2021,10,11,Wind,52,Sunday,February,Winter,9217
9/20/2022,4,5,Wind,263,Tuesday,September,Fall,2045
9/14/2025,23,0,Wind,257,Sunday,September,Fall,15838
6/25/2020,13,14,Solar,177,Thursday,June,Summer,5081
3/10/2022,18,19,Wind,69,Thursday,March,Spring,4082
6/14/2025,10,11,Solar,165,Saturday,June,Summer,4291
10/20/2021,0,1,Wind,293,Wednesday,October,Fall,10970
8/8/2021,21,22,Wind,220,Sunday,August,Summer,3163
2/5/2023,5,6,Wind,36,Sunday,February,Winter,4222
8/9/2021,2,3,Wind,221,Monday,August,Summer,2945
5/12/2025,8,9,Solar,132,Monday,May,Spring,3901
4/19/2024,1,2,Wind,110,Friday,April,Spring,5665
4/18/2025,23,0,Wind,108,Friday,April,Spring,9612
1/6/2023,16,17,Wind,6,Friday,January,Winter,6433
7/17/2020,19,20,Wind,199,Friday,July,Summer,2771
7/26/2023,23,0,Wind,207,Wednesday,July,Summer,3577
1/23/2024,2,3,Wind,23,Tuesday,January,Winter,12747
6/25/2020,10,11,Solar,177,Thursday,June,Summer,3414
6/1/2024,16,17,Wind,153,Saturday,June,Summer,6915
4/23/2024,8,9,Wind,114,Tuesday,April,Spring,4892
7/16/2020,6,7,Wind,198,Thursday,July,Summer,1388
5/28/2020,6,7,Wind,149,Thursday,May,Spring,3981
4/5/2020,7,8,Wind,96,Sunday,April,Spring,7671
1/11/2020,6,7,Wind,11,Saturday,January,Winter,2912
6/25/2021,13,14,Solar,176,Friday,June,Summer,5806
1/27/2020,14,15,Wind,27,Monday,January,Winter,9340
6/12/2022,9,10,Solar,163,Sunday,June,Summer,3891
9/5/2024,11,12,Solar,249,Thursday,September,Fall,7606
10/12/2021,1,2,Wind,285,Tuesday,October,Fall,3046
5/29/2025,21,22,Wind,149,Thursday,May,Spring,1207
5/31/2022,1,2,Wind,151,Tuesday,May,Spring,2019
10/18/2025,21,22,Wind,291,Saturday,October,Fall,6350
2/23/2021,10,11,Wind,54,Tuesday,February,Winter,9360
7/5/2021,11,12,Solar,186,Monday,July,Summer,7031
9/13/2025,17,18,Wind,256,Saturday,September,Fall,12059
3/22/2024,8,9,Solar,82,Friday,March,Spring,4072
12/24/2024,7,8,Wind,359,Tuesday,December,Winter,3075
6/9/2024,3,4,Wind,161,Sunday,June,Summer,3734
1/9/2021,13,14,Wind,9,Saturday,January,Winter,6317
6/5/2020,12,13,Wind,157,Friday,June,Summer,13242
9/4/2025,13,14,Wind,247,Thursday,September,Fall,14863
12/18/2023,16,17,Wind,352,Monday,December,Winter,2994
7/9/2025,6,7,Wind,190,Wednesday,July,Summer,1676
9/14/2024,17,18,Solar,258,Saturday,September,Fall,7606
6/20/2025,19,20,Wind,171,Friday,June,Summer,4544
2/11/2022,18,19,Wind,42,Friday,February,Winter,1753
4/14/2020,16,17,Wind,105,Tuesday,April,Spring,8019
11/23/2023,11,12,Solar,327,Thursday,November,Fall,7232
5/6/2023,8,9,Solar,126,Saturday,May,Spring,2948
6/9/2021,1,2,Wind,160,Wednesday,June,Summer,1569
8/25/2020,6,7,Wind,238,Tuesday,August,Summer,3959
2/28/2022,15,16,Solar,59,Monday,February,Winter,5659
3/12/2024,17,18,Wind,72,Tuesday,March,Spring,10459
7/23/2024,21,22,Wind,205,Tuesday,July,Summer,2927
7/19/2024,0,1,Wind,201,Friday,July,Summer,1662
2/23/2024,14,15,Wind,54,Friday,February,Winter,15612
9/3/2022,10,11,Solar,246,Saturday,September,Fall,4020
3/13/2023,1,2,Wind,72,Monday,March,Spring,14233
4/13/2024,7,8,Wind,104,Saturday,April,Spring,2307
7/30/2021,20,21,Wind,211,Friday,July,Summer,8655
1/22/2025,9,10,Wind,22,Wednesday,January,Winter,6315
11/6/2022,23,0,Wind,310,Sunday,November,Fall,11081
5/15/2022,9,10,Solar,135,Sunday,May,Spring,5538
10/9/2024,10,11,Wind,283,Wednesday,October,Fall,11747
3/24/2020,18,19,Wind,84,Tuesday,March,Spring,4898
12/29/2023,13,14,Wind,363,Friday,December,Winter,15847
7/1/2024,0,1,Wind,183,Monday,July,Summer,2760
11/24/2021,19,20,Wind,328,Wednesday,November,Fall,2095
7/13/2024,23,0,Wind,195,Saturday,July,Summer,334
12/1/2021,14,15,Wind,335,Wednesday,December,Winter,11647
4/26/2020,22,23,Wind,117,Sunday,April,Spring,457
8/16/2024,23,0,Wind,229,Friday,August,Summer,1612
4/14/2025,14,15,Solar,104,Monday,April,Spring,9083
5/17/2021,17,18,Wind,137,Monday,May,Spring,13497
9/19/2021,15,16,Solar,262,Sunday,September,Fall,5286
10/24/2025,23,0,Wind,297,Friday,October,Fall,14144
10/2/2023,16,17,Solar,275,Monday,October,Fall,7676
4/14/2020,6,7,Wind,105,Tuesday,April,Spring,6514
2/5/2020,13,14,Solar,36,Wednesday,February,Winter,3963
10/21/2025,22,23,Wind,294,Tuesday,October,Fall,6166
4/1/2022,7,8,Wind,91,Friday,April,Spring,9016
3/21/2020,4,5,Wind,81,Saturday,March,Spring,7299
1/2/2023,11,12,Wind,2,Monday,January,Winter,6422
2/20/2021,21,22,Wind,51,Saturday,February,Winter,12255
8/24/2025,10,11,Solar,236,Sunday,August,Summer,4112
5/6/2022,11,12,Solar,126,Friday,May,Spring,6911
11/12/2024,7,8,Wind,317,Tuesday,November,Fall,10329
12/8/2022,7,8,Wind,342,Thursday,December,Winter,1250
4/30/2020,19,20,Wind,121,Thursday,April,Spring,11566
5/8/2021,22,23,Wind,128,Saturday,May,Spring,5551
4/20/2020,1,2,Wind,111,Monday,April,Spring,5535
1/18/2022,2,3,Wind,18,Tuesday,January,Winter,2430
2/9/2025,0,1,Wind,40,Sunday,February,Winter,3868
12/28/2023,7,8,Wind,362,Thursday,December,Winter,13513
1/29/2022,11,12,Wind,29,Saturday,January,Winter,9867
11/23/2022,8,9,Wind,327,Wednesday,November,Fall,9532
10/19/2025,10,11,Wind,292,Sunday,October,Fall,10350
5/14/2025,7,8,Solar,134,Wednesday,May,Spring,1719
11/19/2023,1,2,Wind,323,Sunday,November,Fall,11829
10/22/2022,10,11,Wind,295,Saturday,October,Fall,5156
7/28/2025,3,4,Wind,209,Monday,July,Summer,4437
8/19/2023,5,6,Wind,231,Saturday,August,Summer,3735
12/15/2024,0,1,Wind,350,Sunday,December,Winter,4485
1/11/2021,5,6,Wind,11,Monday,January,Winter,2139
5/2/2021,19,20,Wind,122,Sunday,May,Spring,1824
11/12/2022,10,11,Solar,316,Saturday,November,Fall,5330
5/18/2024,11,12,Solar,139,Saturday,May,Spring,4830
1/24/2020,3,4,Wind,24,Friday,January,Winter,2178
8/7/2024,12,13,Solar,220,Wednesday,August,Summer,7806
12/19/2023,7,8,Wind,353,Tuesday,December,Winter,7637
7/29/2022,9,10,Solar,210,Friday,July,Summer,1886
4/10/2024,7,8,Wind,101,Wednesday,April,Spring,3567
1/8/2021,21,22,Wind,8,Friday,January,Winter,934
11/10/2024,4,5,Wind,315,Sunday,November,Fall,728
3/23/2021,3,4,Wind,82,Tuesday,March,Spring,2297
3/18/2024,7,8,Wind,78,Monday,March,Spring,2408
7/18/2023,7,8,Wind,199,Tuesday,July,Summer,3248
5/15/2025,19,20,Wind,135,Thursday,May,Spring,11522
5/6/2022,14,15,Solar,126,Friday,May,Spring,6812
5/17/2025,12,13,Solar,137,Saturday,May,Spring,5378
1/25/2023,19,20,Wind,25,Wednesday,January,Winter,1865
11/6/2023,20,21,Wind,310,Monday,November,Fall,9476
6/4/2023,10,11,Solar,155,Sunday,June,Summer,7001
4/17/2023,13,14,Solar,107,Monday,April,Spring,10082
2/21/2021,15,16,Wind,52,Sunday,February,Winter,7525
2/15/2021,9,10,Wind,46,Monday,February,Winter,11289
8/3/2023,5,6,Wind,215,Thursday,August,Summer,12714
5/27/2025,9,10,Wind,147,Tuesday,May,Spring,13251
5/24/2023,5,6,Wind,144,Wednesday,May,Spring,6672
12/16/2024,7,8,Wind,351,Monday,December,Winter,7127
9/2/2022,5,6,Wind,245,Friday,September,Fall,1940
4/16/2025,13,14,Solar,106,Wednesday,April,Spring,7798
6/6/2020,13,14,Wind,158,Saturday,June,Summer,10873
8/20/2024,9,10,Solar,233,Tuesday,August,Summer,6256
11/13/2024,18,19,Wind,318,Wednesday,November,Fall,5201
3/21/2023,4,5,Wind,80,Tuesday,March,Spring,4145
4/29/2022,12,13,Solar,119,Friday,April,Spring,6673
3/18/2023,14,15,Wind,77,Saturday,March,Spring,10327
5/27/2020,14,15,Solar,148,Wednesday,May,Spring,6923
11/8/2020,15,16,Wind,313,Sunday,November,Fall,2718
9/14/2022,2,3,Wind,257,Wednesday,September,Fall,1837
12/15/2021,1,2,Wind,349,Wednesday,December,Winter,1197
12/8/2020,22,23,Wind,343,Tuesday,December,Winter,2543
7/29/2025,6,7,Wind,210,Tuesday,July,Summer,2489
12/26/2020,0,1,Wind,361,Saturday,December,Winter,3607
11/6/2020,4,5,Wind,311,Friday,November,Fall,6681
3/31/2023,13,14,Wind,90,Friday,March,Spring,21624
4/2/2023,21,22,Wind,92,Sunday,April,Spring,7144
1/11/2022,2,3,Wind,11,Tuesday,January,Winter,2621
3/16/2020,20,21,Wind,76,Monday,March,Spring,1348
8/26/2021,13,14,Solar,238,Thursday,August,Summer,8454
7/5/2023,9,10,Wind,186,Wednesday,July,Summer,10340
5/3/2022,8,9,Wind,123,Tuesday,May,Spring,3293
8/10/2021,4,5,Wind,222,Tuesday,August,Summer,1235
8/22/2020,14,15,Wind,235,Saturday,August,Summer,11599
5/6/2022,3,4,Wind,126,Friday,May,Spring,3327
8/26/2025,13,14,Solar,238,Tuesday,August,Summer,10719
9/24/2021,17,18,Solar,267,Friday,September,Fall,2890
1/3/2023,17,18,Wind,3,Tuesday,January,Winter,8994
10/9/2023,7,8,Wind,282,Monday,October,Fall,1140
3/15/2022,23,0,Wind,74,Tuesday,March,Spring,4205
10/25/2022,18,19,Wind,298,Tuesday,October,Fall,4686
12/30/2024,11,12,Solar,365,Monday,December,Winter,2963
3/10/2023,17,18,Wind,69,Friday,March,Spring,11697
5/6/2023,13,14,Solar,126,Saturday,May,Spring,7109
10/10/2020,9,10,Wind,284,Saturday,October,Fall,2717
2/19/2023,18,19,Wind,50,Sunday,February,Winter,2222
9/13/2022,14,15,Solar,256,Tuesday,September,Fall,5433
10/15/2023,3,4,Wind,288,Sunday,October,Fall,2777
1/1/2022,1,2,Wind,1,Saturday,January,Winter,3210
5/14/2021,12,13,Wind,134,Friday,May,Spring,7647
11/4/2025,23,0,Wind,308,Tuesday,November,Fall,12730
1/29/2024,3,4,Wind,29,Monday,January,Winter,7443
1/13/2025,10,11,Wind,13,Monday,January,Winter,7719
7/6/2023,21,22,Wind,187,Thursday,July,Summer,868
3/14/2020,21,22,Wind,74,Saturday,March,Spring,3347
12/24/2023,15,16,Wind,358,Sunday,December,Winter,17075
4/6/2025,1,2,Wind,96,Sunday,April,Spring,9135
10/3/2024,3,4,Wind,277,Thursday,October,Fall,5240
3/6/2022,22,23,Wind,65,Sunday,March,Spring,7705
9/7/2022,18,19,Wind,250,Wednesday,September,Fall,4483
1/4/2024,17,18,Wind,4,Thursday,January,Winter,11934
3/24/2021,8,9,Solar,83,Wednesday,March,Spring,2756
3/31/2023,11,12,Wind,90,Friday,March,Spring,20332
2/14/2021,16,17,Wind,45,Sunday,February,Winter,9781
11/29/2020,22,23,Wind,334,Sunday,November,Fall,2194
5/23/2025,3,4,Wind,143,Friday,May,Spring,3654
2/28/2024,18,19,Wind,59,Wednesday,February,Winter,3872
8/13/2020,8,9,Wind,226,Thursday,August,Summer,1977
2/10/2022,7,8,Wind,41,Thursday,February,Winter,5427
5/22/2020,20,21,Wind,143,Friday,May,Spring,2791
3/7/2020,5,6,Wind,67,Saturday,March,Spring,2626
2/28/2025,22,23,Wind,59,Friday,February,Winter,7187
6/17/2023,10,11,Solar,168,Saturday,June,Summer,5207
10/8/2022,21,22,Wind,281,Saturday,October,Fall,2338
4/26/2020,16,17,Solar,117,Sunday,April,Spring,2886
1/21/2025,23,0,Wind,21,Tuesday,January,Winter,7139
5/18/2024,17,18,Solar,139,Saturday,May,Spring,5382
10/24/2023,20,21,Wind,297,Tuesday,October,Fall,5052
9/27/2025,1,2,Wind,270,Saturday,September,Fall,475
6/2/2025,1,2,Wind,153,Monday,June,Summer,3073
10/13/2021,23,0,Wind,286,Wednesday,October,Fall,2129
2/25/2022,15,16,Wind,56,Friday,February,Winter,8739
12/24/2023,10,11,Wind,358,Sunday,December,Winter,17796
11/19/2025,7,8,Wind,323,Wednesday,November,Fall,11799
4/29/2023,21,22,Wind,119,Saturday,April,Spring,2588
4/23/2023,13,14,Wind,113,Sunday,April,Spring,15150
9/13/2021,10,11,Solar,256,Monday,September,Fall,3635
8/17/2020,4,5,Wind,230,Monday,August,Summer,1804
3/13/2020,16,17,Wind,73,Friday,March,Spring,5262
7/18/2021,18,19,Wind,199,Sunday,July,Summer,9318
9/1/2025,17,18,Wind,244,Monday,September,Fall,10390
5/25/2020,16,17,Solar,146,Monday,May,Spring,5450
11/10/2024,17,18,Wind,315,Sunday,November,Fall,1524
9/30/2022,13,14,Solar,273,Friday,September,Fall,7262
5/18/2021,19,20,Wind,138,Tuesday,May,Spring,3940
8/10/2024,20,21,Wind,223,Saturday,August,Summer,1226
3/25/2021,4,5,Wind,84,Thursday,March,Spring,1928
10/30/2025,11,12,Solar,303,Thursday,October,Fall,9665
10/26/2022,1,2,Wind,299,Wednesday,October,Fall,7207
8/27/2020,13,14,Solar,240,Thursday,August,Summer,6251
4/27/2021,14,15,Solar,117,Tuesday,April,Spring,3324
5/7/2025,8,9,Wind,127,Wednesday,May,Spring,7619
6/26/2024,11,12,Solar,178,Wednesday,June,Summer,6737
8/9/2023,7,8,Wind,221,Wednesday,August,Summer,1969
1/25/2022,17,18,Solar,25,Tuesday,January,Winter,267
9/3/2020,2,3,Wind,247,Thursday,September,Fall,978
2/11/2020,23,0,Wind,42,Tuesday,February,Winter,9400
7/9/2022,1,2,Wind,190,Saturday,July,Summer,3653
8/4/2024,13,14,Solar,217,Sunday,August,Summer,4818
6/25/2022,4,5,Wind,176,Saturday,June,Summer,3209
12/7/2024,4,5,Wind,342,Saturday,December,Winter,18556
9/4/2020,8,9,Wind,248,Friday,September,Fall,1720
1/1/2022,19,20,Wind,1,Saturday,January,Winter,5238
5/8/2023,2,3,Wind,128,Monday,May,Spring,1701
4/22/2021,19,20,Wind,112,Thursday,April,Spring,5590
2/17/2021,0,1,Wind,48,Wednesday,February,Winter,9265
3/3/2020,6,7,Wind,63,Tuesday,March,Spring,4440
11/8/2023,15,16,Wind,312,Wednesday,November,Fall,16223
8/14/2023,2,3,Wind,226,Monday,August,Summer,1693
1/10/2023,5,6,Wind,10,Tuesday,January,Winter,7343
12/22/2021,20,21,Wind,356,Wednesday,December,Winter,5561
8/10/2024,2,3,Wind,223,Saturday,August,Summer,1755
11/14/2023,14,15,Wind,318,Tuesday,November,Fall,16988
3/17/2024,15,16,Solar,77,Sunday,March,Spring,6096
9/7/2021,16,17,Wind,250,Tuesday,September,Fall,6840
11/16/2025,21,22,Wind,320,Sunday,November,Fall,4414
7/15/2020,22,23,Wind,197,Wednesday,July,Summer,1874
10/8/2025,21,22,Wind,281,Wednesday,October,Fall,2608
6/9/2025,23,0,Wind,160,Monday,June,Summer,605
7/14/2020,3,4,Wind,196,Tuesday,July,Summer,2443
10/9/2022,6,7,Wind,282,Sunday,October,Fall,4887
5/28/2020,1,2,Wind,149,Thursday,May,Spring,5340
12/25/2021,15,16,Solar,359,Saturday,December,Winter,1223
8/2/2023,21,22,Wind,214,Wednesday,August,Summer,15855
1/9/2021,23,0,Wind,9,Saturday,January,Winter,5323
2/7/2022,22,23,Wind,38,Monday,February,Winter,4802
10/24/2022,23,0,Wind,297,Monday,October,Fall,7058
5/24/2025,16,17,Wind,144,Saturday,May,Spring,14446
1/11/2022,8,9,Wind,11,Tuesday,January,Winter,2912
12/21/2022,3,4,Wind,355,Wednesday,December,Winter,5032
12/17/2024,10,11,Wind,352,Tuesday,December,Winter,5491
1/30/2021,13,14,Wind,30,Saturday,January,Winter,8786
10/4/2020,16,17,Wind,278,Sunday,October,Fall,11664
5/29/2025,17,18,Solar,149,Thursday,May,Spring,8272
11/25/2024,10,11,Wind,330,Monday,November,Fall,12969
1/26/2020,13,14,Wind,26,Sunday,January,Winter,4437
3/3/2023,22,23,Wind,62,Friday,March,Spring,5574
6/2/2025,14,15,Solar,153,Monday,June,Summer,6266
6/24/2022,3,4,Wind,175,Friday,June,Summer,1971
3/20/2024,0,1,Wind,80,Wednesday,March,Spring,1924
10/12/2023,17,18,Wind,285,Thursday,October,Fall,5820
9/24/2022,1,2,Wind,267,Saturday,September,Fall,1028
2/6/2020,21,22,Wind,37,Thursday,February,Winter,5819
6/9/2024,2,3,Wind,161,Sunday,June,Summer,3682
4/19/2020,10,11,Wind,110,Sunday,April,Spring,2602
9/28/2022,14,15,Wind,271,Wednesday,September,Fall,6080
11/28/2025,14,15,Wind,332,Friday,November,Fall,8799
10/5/2024,23,0,Wind,279,Saturday,October,Fall,8967
7/24/2020,21,22,Wind,206,Friday,July,Summer,1760
10/16/2022,16,17,Wind,289,Sunday,October,Fall,6721
11/6/2020,22,23,Wind,311,Friday,November,Fall,7139
7/2/2021,23,0,Wind,183,Friday,July,Summer,1585
4/13/2022,15,16,Solar,103,Wednesday,April,Spring,3628
8/2/2025,14,15,Solar,214,Saturday,August,Summer,12313
6/25/2023,22,23,Wind,176,Sunday,June,Summer,5338
11/30/2024,7,8,Wind,335,Saturday,November,Fall,3505
10/2/2023,0,1,Wind,275,Monday,October,Fall,2764
4/14/2021,21,22,Wind,104,Wednesday,April,Spring,5104
11/7/2025,15,16,Wind,311,Friday,November,Fall,6222
2/1/2020,21,22,Wind,32,Saturday,February,Winter,9608
4/5/2020,14,15,Wind,96,Sunday,April,Spring,8682
12/27/2022,4,5,Wind,361,Tuesday,December,Winter,4483
12/28/2022,3,4,Wind,362,Wednesday,December,Winter,11901
1/6/2024,10,11,Wind,6,Saturday,January,Winter,6893
3/22/2021,11,12,Solar,81,Monday,March,Spring,6284
11/26/2022,19,20,Wind,330,Saturday,November,Fall,6123
6/9/2025,15,16,Solar,160,Monday,June,Summer,4475
11/1/2021,2,3,Wind,305,Monday,November,Fall,8845
7/18/2023,12,13,Solar,199,Tuesday,July,Summer,6978
1/22/2022,16,17,Wind,22,Saturday,January,Winter,3284
6/2/2021,3,4,Wind,153,Wednesday,June,Summer,4114
9/30/2025,19,20,Wind,273,Tuesday,September,Fall,2032
12/5/2022,15,16,Solar,339,Monday,December,Winter,2037
2/25/2022,1,2,Wind,56,Friday,February,Winter,7621
11/5/2021,6,7,Wind,309,Friday,November,Fall,2977
2/20/2025,12,13,Wind,51,Thursday,February,Winter,12416
4/30/2024,23,0,Wind,121,Tuesday,April,Spring,3046
10/4/2024,9,10,Wind,278,Friday,October,Fall,5064
4/30/2022,13,14,Solar,120,Saturday,April,Spring,8450
2/9/2020,0,1,Wind,40,Sunday,February,Winter,7722
3/9/2024,3,4,Wind,69,Saturday,March,Spring,10327
6/24/2025,13,14,Solar,175,Tuesday,June,Summer,6338
6/21/2020,7,8,Wind,173,Sunday,June,Summer,2762
4/22/2022,2,3,Wind,112,Friday,April,Spring,5531
10/26/2025,9,10,Wind,299,Sunday,October,Fall,10764
12/9/2024,2,3,Wind,344,Monday,December,Winter,13556
1/2/2024,12,13,Wind,2,Tuesday,January,Winter,18685
